-489.65167,21.602875,18.05294,39.203518,-10.955561,21.926579,-11.786409,9.891853,5.704605,-1.4110962,-3.9679275,8.444599,8.297487
-424.45663,-18.698105,40.951813,42.96181,-10.894915,26.266397,-5.555296,21.075436,1.8116064,-1.3277438,-5.684539,8.783895,9.692822
-393.90915,-41.178116,64.21081,36.166363,-8.821157,26.309574,-4.768395,20.990906,3.6409578,7.3932743,1.7164632,10.721929,5.19627
-375.82452,-43.832054,73.00929,12.814232,-8.0154705,21.646408,-9.614948,13.974012,2.0305183,12.175213,3.2409842,11.66531,5.498595
-364.03842,-57.250908,73.5311,-10.536549,0.8280251,17.220667,-7.2594995,18.339912,2.0382802,9.487377,5.39705,10.787598,4.4226346
-359.2007,-73.641136,78.16473,-7.0751657,6.620086,14.143437,-5.316842,21.723354,4.3653126,8.878012,6.1005154,14.705531,5.4356236
-357.46036,-78.545074,82.90387,-0.39613253,15.884476,18.53574,2.3900867,20.988214,1.6489557,8.137209,0.23656768,11.3353,6.498945
-350.90924,-76.429565,78.63641,-0.13036212,19.843882,21.610914,6.9580927,20.202967,-0.2677601,7.7581215,0.21880126,12.615929,7.0844164
-345.38614,-75.77037,77.83813,-1.4133501,12.488068,18.170391,2.233469,18.659424,-1.6340252,6.3284516,-0.57347417,9.417964,6.7285786
-342.86026,-78.79544,77.48038,-4.429755,16.473429,12.768645,1.8979213,19.658789,-7.8059483,5.2542753,1.291897,6.263815,0.20412374
-345.41772,-77.72942,83.54101,-1.4021835,21.282326,10.396322,1.5113086,13.650466,-6.7192593,10.221208,2.334084,7.753902,-0.56218934
-348.55396,-71.81546,93.34845,-1.0205507,20.807014,9.672124,-0.2058318,16.1925,-2.4676704,8.737918,5.682541,5.411515,-0.0116273165
-323.45328,-40.602905,107.08055,9.233671,19.968163,14.230999,-8.892073,8.159028,-10.284289,-4.5742216,-7.884759,-2.4220195,-4.5429335
-269.44855,26.971073,94.09322,18.811462,16.399918,4.0829515,-29.013214,-8.182052,-16.134632,-3.3513079,-19.06529,-12.380994,-5.8007994
-251.6934,92.57721,37.632957,35.794212,2.7582734,-8.7264,-30.772224,-16.203897,-15.587653,-3.2759776,-23.322275,-9.392991,-9.099318
-272.8895,111.52228,-9.16605,46.18614,-8.474686,-20.447998,-27.118479,-33.648106,-4.0652227,-14.898235,-25.069546,-3.4677353,-9.199855
-312.853,71.291885,-23.035715,45.09588,-10.0697,-26.21921,-25.3441,-34.447426,7.3094196,-14.702042,-16.673733,8.26523,-1.7832711
-302.5279,65.0532,-24.011646,43.63224,-13.332388,-33.137222,-16.833424,-35.8425,11.955575,-14.024399,-17.027287,8.638241,-6.524934
-289.7136,62.1238,-20.818645,48.62165,-18.215279,-36.909367,-4.767514,-36.465084,7.8531675,-13.632162,-20.307522,8.272863,-13.853615
-289.75513,63.152756,-16.719461,54.715405,-26.588562,-41.96929,-3.2748153,-41.269222,0.21640575,-12.272038,-20.984686,9.842622,-16.659685
-299.80322,56.5489,-16.501747,62.044674,-21.658436,-41.674393,-0.60570085,-43.352924,-6.4208403,-15.758657,-22.31651,13.532652,-18.081179
-314.33865,49.037743,-14.134567,66.86578,-15.656012,-41.311546,0.8008315,-46.357155,-9.8332615,-19.181036,-27.376968,13.902281,-17.571613
-316.61853,45.237694,-14.037926,65.92543,-15.44062,-46.81209,3.5275636,-42.423088,-8.743501,-21.100471,-33.19429,6.8085938,-18.673073
-314.80716,44.989,-5.642324,67.929695,-9.806674,-50.11506,10.361872,-34.574406,-10.343549,-18.699265,-31.889503,8.583418,-17.794533
-317.48532,39.7266,6.1755967,74.4412,-7.571011,-51.167747,11.262825,-31.867538,-13.168199,-22.543728,-27.229935,6.021575,-21.144272
-315.38663,36.64275,11.128113,77.61496,-3.902143,-45.89895,4.0553637,-25.834684,-11.417097,-26.54321,-22.5238,5.4500594,-21.330523
-322.6053,31.877754,16.616556,71.41971,-4.021921,-38.03585,-2.8596652,-20.655231,-8.403967,-30.336864,-21.609268,7.8912845,-17.930588
