-572.76276,39.744858,-0.93386376,24.090954,-0.770333,7.657881,-3.1031864,10.407632,19.212101,1.1039821,0.21289659,12.582664,13.368249
-468.95642,-6.66127,18.033686,43.328568,1.4716011,22.621006,-5.486019,15.599261,14.850029,8.9064045,-2.248828,14.797688,14.295298
-421.97696,-42.970905,54.048946,48.075928,14.445997,40.35196,5.366276,15.049532,7.25498,8.142278,2.3828554,8.43008,14.783396
-400.2309,-61.353256,76.20493,33.48015,7.201676,44.411156,16.786066,14.011125,7.150593,7.1710463,-0.48589772,0.048640933,6.256588
-385.91544,-63.505116,82.2443,19.28973,1.5790652,34.12137,7.068822,10.67098,8.340921,4.142391,-3.9104345,0.92665696,2.238625
-383.85443,-66.94702,79.59795,0.7752677,4.001775,20.831253,-2.2325728,14.251768,10.327981,5.896888,2.9755642,6.388421,0.6307542
-377.43515,-84.47771,63.425552,-10.820475,3.9199915,13.610502,-3.9669502,12.115944,4.642473,9.610548,10.431389,8.18125,0.08595229
-372.5412,-95.10861,50.89914,-17.64328,1.9326379,7.3568907,-10.937061,8.736414,4.7891445,9.270322,10.533209,7.7976155,1.8260341
-376.35416,-91.62407,54.953186,-12.857498,3.3129296,6.1371694,-13.693464,9.47709,2.838692,5.1024423,5.5171604,7.4151983,5.2823277
-374.80685,-88.94107,67.73248,-2.7846391,1.6739135,11.985013,-9.631536,7.5102825,-3.004898,-1.8251351,1.6414216,5.3332996,3.1450722
-277.7355,7.2488084,89.44809,26.970203,16.272463,1.0130155,-39.087402,-15.944191,-15.5184555,-10.416193,-19.431305,-11.884539,-2.2921712
-221.75223,67.23841,27.392113,48.10805,16.180637,-19.785715,-35.424484,-22.27312,-14.448381,-0.43117777,-27.763693,-11.785901,2.926967
-214.22421,106.74809,-29.280087,48.75097,2.0735607,-35.652245,-24.731766,-26.590776,-16.17893,14.384634,-37.04775,1.5850897,7.0122547
-226.4346,87.72862,-41.207436,35.56356,-0.65690124,-42.00886,-24.812614,-25.131657,-17.226276,22.425251,-34.77048,9.6259775,10.495432
-255.28061,69.26787,-35.076042,48.790802,5.594431,-51.194275,-20.61656,-18.140379,-16.681536,29.427965,-25.260754,17.224983,13.326548
-267.4094,52.132996,-33.55926,52.825317,8.9114895,-54.637993,-13.284285,-13.718561,-20.271372,25.295767,-26.041239,16.404375,7.7356224
-258.7401,51.139748,-36.733963,56.949646,5.650794,-55.78427,-14.907349,-16.302303,-22.27676,19.088593,-26.394213,16.603874,4.4227896
-260.62753,48.62989,-42.660545,65.58656,9.283754,-56.329918,-14.871387,-15.445614,-22.161238,14.994579,-25.11058,24.564812,5.2147684
-265.92053,48.929726,-42.04866,75.041115,17.02704,-57.884598,-10.399971,-12.766126,-22.300533,12.288851,-34.87889,27.776527,3.7470949
-272.77435,49.037415,-39.519753,84.05992,17.982986,-60.650757,-12.733477,-13.994963,-23.989292,8.690175,-41.49431,28.350666,4.6555843
-281.9742,42.034172,-37.532265,89.935745,23.768742,-64.000175,-10.965189,-13.895441,-25.260433,8.980518,-44.353607,30.997404,4.3964486
-286.1807,30.198235,-28.982075,89.40755,32.52514,-64.2439,-6.8017397,-13.924532,-27.353367,7.662229,-44.593452,30.716148,5.2009225
-288.28848,27.84036,-24.164772,82.89966,37.170746,-64.119446,-6.202239,-15.845465,-22.53336,4.4650483,-45.771713,29.398998,2.7102962
