Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Label
-263.03754,131.6579,-120.2985,-22.592117,-20.17075,-4.4646606,1.2695957,-2.8996232,-17.510897,16.578737,-19.095875,-13.530919,-16.946665,1.0
-234.02919,133.20465,-111.20669,-32.090508,-30.396238,-7.3346224,-4.527471,-1.3046993,-22.094624,13.370214,-16.723955,-15.27928,-18.838135,1.0
-251.07195,121.19604,-104.39604,-38.48946,-27.977774,-3.3056788,-4.8585677,2.052133,-21.292233,10.371788,-9.96287,-21.242477,-16.45009,1.0
-282.60815,105.08735,-95.8616,-24.597158,-20.336647,2.7551718,0.92432296,0.4050768,-15.970998,8.655333,-2.8705492,-22.626572,-12.698597,1.0
-249.82516,108.58989,-94.49913,-16.062355,-31.318092,7.683317,-1.3251851,-3.1555455,-13.974476,2.2844527,-1.952527,-24.41683,-8.499798,1.0
-215.9682,125.407,-93.170845,-8.012511,-34.940285,12.288061,-3.790586,-5.757812,-15.46968,-2.5646524,-3.246954,-26.179773,-8.908901,1.0
-203.44073,129.11177,-95.459435,-1.8174317,-36.99238,20.578669,-4.198396,-4.1452484,-13.0397215,-4.837035,-1.3538048,-26.710732,-7.4846973,1.0
-201.00002,127.99449,-92.524254,-2.5340858,-35.264786,25.531256,-6.703493,-2.0095434,-13.32492,-4.502478,-1.5483073,-26.568586,-7.9641905,1.0
-231.82166,133.76859,-89.293274,-10.355354,-35.810642,29.574791,-7.3792543,0.15748152,-13.843962,-3.8820837,-1.6263874,-24.98987,-7.3241053,1.0
-254.48381,152.63626,-88.31804,-6.9599376,-33.96489,29.414745,-7.6671352,3.1013708,-15.57113,-4.118338,-2.3446248,-22.618677,-8.887402,1.0
-261.3508,149.17987,-90.963135,-5.6892996,-26.921776,24.815762,0.31660157,-0.0022487342,-8.874888,0.9626322,-7.8835263,-16.099144,-11.842597,1.0
-260.6416,126.328735,-93.32634,0.17607266,-24.411861,18.810982,1.4870741,4.09103,-7.865913,9.222502,-12.309086,-14.294428,-13.188961,1.0
-279.23062,117.96671,-94.68834,5.493269,-23.517506,14.2530985,2.7068982,5.5477643,-2.5689187,14.852299,-14.024179,-13.170228,-16.79475,1.0
-314.45044,123.35687,-77.24709,4.725395,-25.4374,4.080312,-0.07827058,2.3242278,2.44369,16.073463,-13.263892,-14.258608,-20.754063,1.0
-346.5535,128.0379,-71.44988,4.156699,-26.377987,-0.35877818,-4.5092535,1.587934,2.043472,17.64344,-11.710703,-15.43816,-23.084785,1.0
-404.0838,144.71745,-45.27987,-3.3361983,-10.460498,-3.6412516,-18.259996,-4.9385285,11.707544,13.928524,-4.71581,-13.141699,-27.117676,1.0
-439.06393,155.31369,-12.230819,-0.4051224,-0.40698734,-8.967574,-24.582327,-10.289749,8.785936,16.332329,0.48024645,-6.228573,-20.845322,1.0
-502.10596,151.5586,19.353512,6.288172,3.63805,-7.1886015,-19.033344,-13.831785,-1.8979037,17.020573,0.16187912,-5.414832,-8.128296,1.0
-604.28424,108.51936,46.043137,24.23544,18.004023,10.372563,-9.591179,-15.54162,1.158388,10.515617,3.1129396,-2.8132026,-5.6036353,1.0
-648.3436,61.595245,20.540964,17.817764,22.647182,18.491766,-0.33633658,-12.969933,-4.657036,-0.4558866,-5.0520954,0.96146315,1.2766811,1.0
-651.9149,35.828102,9.912165,19.097889,10.596489,11.780508,-2.7582862,-3.0394359,-8.906023,-1.7114524,-0.7901192,4.6872644,10.426267,1.0
-508.0835,1.6941938,3.2744353,11.5284,-3.9101763,15.96539,-17.687521,12.992314,-14.373846,8.324858,0.8973378,8.853254,18.297626,1.0
-425.80334,-33.732224,28.706924,4.5419645,-9.085713,21.08775,-23.046055,14.073613,-20.365494,8.44544,0.14178978,13.138392,23.837467,1.0
-423.9467,-59.752274,42.045643,8.547448,-17.26213,19.942554,-21.615753,17.759958,-18.137383,10.021247,5.464426,14.778678,18.315147,1.0
-451.53714,-83.859146,44.6061,21.372517,-21.362328,18.955578,-17.800053,20.021269,-8.377352,8.520308,10.464581,15.853096,10.105559,1.0
-478.8383,-108.827965,36.375317,29.803604,-21.821312,20.507805,-14.021421,27.344013,-1.0633626,8.538667,5.664964,8.706859,7.175023,1.0
-479.33154,-101.77956,33.28567,27.772034,-25.893406,22.741968,-10.128544,28.63551,2.3247364,10.685671,7.5056834,7.4957695,5.0643387,1.0
-483.36807,-95.11862,33.13773,32.842964,-22.753462,26.704468,-9.7234335,26.238909,-1.0410054,7.7553196,7.3869166,3.1075044,3.7174358,1.0
-495.95215,-93.07603,28.175,40.5289,-25.584272,26.595043,-16.01001,17.260517,-6.0208974,3.108858,10.585289,3.3391237,11.864133,1.0
-511.38147,-82.37054,19.04858,41.894768,-28.857199,27.052998,-14.899386,15.183854,0.55103016,3.552594,11.863058,1.5983384,9.540195,1.0
-522.298,-60.0615,9.18316,38.70661,-30.671951,29.85199,-11.325645,12.683733,3.4740884,5.4913354,10.156233,0.16539213,1.3930603,1.0
-550.0513,-38.351967,-0.77916664,41.746513,-29.699608,23.377903,-6.61302,15.428932,1.7251996,5.0756836,8.010387,-2.6740415,-0.1825951,1.0
-593.1675,-10.126922,-5.811466,37.885326,-25.775562,16.95237,-3.4341764,14.975166,2.6716325,4.935281,11.4165325,-3.8057127,0.11495632,1.0
-638.96875,14.602232,-2.961454,25.30541,-9.791203,9.280399,-1.085725,8.477169,10.516371,7.2328773,8.676636,-5.0751243,-2.0165818,1.0
-676.0306,28.617537,9.697958,17.25544,7.0368724,10.538212,6.9333897,7.8042808,9.980574,8.583834,6.0571337,-3.769507,-1.4285285,1.0
-618.2957,-30.291935,33.02301,26.77948,3.87694,26.423134,-6.874175,18.830624,-4.179361,25.095304,-2.1842616,7.538287,8.785902,1.0
-551.7375,-73.51184,50.153915,10.046338,1.5929468,26.178581,-8.210041,24.710548,1.8487846,20.860725,-5.9993,12.911366,11.132268,1.0
-507.736,-78.43948,64.51095,-4.6511145,1.0917627,24.199528,-14.3156,12.801142,-5.147891,9.244161,-12.602276,6.654694,4.714181,1.0
-467.73422,-73.14313,69.682,-11.044446,-2.6714032,14.682121,-18.867851,2.5727866,-3.5005093,4.9436235,-10.356763,3.37122,-5.096743,1.0
-450.78638,-82.9538,67.05586,-15.288347,-7.18618,6.8811665,-17.85918,5.198425,-7.680646,3.2592087,-3.918778,2.6041906,-0.09188214,1.0
-449.65784,-90.10614,57.0312,-25.01759,-1.5414718,3.152773,-14.96418,10.894373,-6.1502323,6.958086,2.968635,1.0230052,6.104184,1.0
-452.56708,-92.685074,57.822487,-27.048546,8.302813,1.5617771,-10.391758,9.9264345,-6.844602,10.302919,9.044754,2.4278991,9.004113,1.0
-446.64578,-102.3286,49.96714,-34.242207,8.836762,-2.4774137,-9.641725,7.561743,-2.8731942,14.609878,9.171063,5.2556334,13.035667,1.0
-443.69086,-107.44929,47.561386,-36.834373,10.028385,-3.9102545,-10.96396,4.4643283,-2.2066665,9.856923,5.859742,6.248188,16.34238,1.0
-449.20435,-116.11377,49.06201,-30.603104,14.653348,-0.15200865,-8.427303,9.404684,-3.8996239,6.7163715,2.7335792,2.935327,13.961832,1.0
-453.00787,-116.80762,50.884888,-33.199165,20.972408,0.19316751,-6.116049,13.509474,1.638758,8.322599,3.4490752,3.235042,11.080498,1.0
-456.21838,-105.72063,54.183975,-39.1455,25.547466,-2.2766144,-6.492223,9.697401,1.4300208,12.389025,10.65517,4.8764257,11.300167,1.0
-458.02234,-96.2273,55.155796,-36.545116,28.162045,-3.1850986,-3.032706,6.950944,0.040688276,10.252702,11.323627,4.6442785,9.784355,1.0
-469.90207,-93.39659,56.20707,-34.95471,32.093563,-1.3774856,1.8692803,8.71272,2.5887723,12.075859,10.142414,0.43040675,8.40339,1.0
-476.38626,-92.17166,53.4637,-33.957523,28.968437,-2.4916122,8.909999,10.937095,3.7601428,5.6652765,1.8982726,0.46748164,13.912626,1.0
-442.02832,-59.707214,66.84688,-21.181948,34.284477,-3.2413733,2.7872777,-1.306216,-7.4023952,-7.3073025,-10.223167,-8.155216,7.6295543,1.0
-315.5463,34.595085,54.15224,-21.421349,36.48709,-6.0529556,-25.146591,-29.771477,-18.39699,-13.104554,-14.152245,-18.09008,-2.316547,1.0
-247.9143,71.98755,-5.7121167,0.31125033,33.31292,-23.076202,-30.028257,-29.282694,-17.130085,-5.4348555,-15.8487625,-14.341585,4.9064536,1.0
-236.35345,80.37894,-57.302635,23.952305,9.313405,-32.292816,-34.92202,-24.64081,-18.620481,6.019562,-19.48185,-9.842396,14.7412405,1.0
-239.9653,61.719116,-59.636547,29.39344,7.050993,-44.857582,-38.47503,-20.626091,-15.729328,6.996944,-20.954721,-2.8371603,11.819559,1.0
-270.84033,44.73813,-57.52871,36.687088,6.518293,-49.908493,-36.845413,-8.562866,-13.0793705,6.631293,-23.801369,5.3876195,17.035555,1.0
-301.4851,34.21624,-48.62628,50.028366,3.7706144,-54.06288,-23.2845,3.8735964,-19.637138,-4.899709,-25.532854,10.658237,11.170385,1.0
-323.21936,39.835342,-36.946968,55.742325,3.3996596,-53.657486,-25.956247,5.117998,-25.87246,-11.200682,-23.552818,8.814989,1.8115308,1.0
-351.35968,44.383923,-28.90104,60.38595,4.354617,-50.02674,-27.96362,9.049585,-25.521542,-14.531532,-17.506245,2.7339497,-2.9282553,1.0
-385.06348,37.566467,-18.774323,68.17888,7.9013677,-44.95243,-24.613508,9.567744,-22.499577,-22.530117,-16.131695,-0.8877927,-4.0938663,1.0
-390.3609,39.68193,-21.980844,64.682106,4.6430297,-40.777912,-27.607384,6.360567,-19.930477,-27.632074,-12.705587,1.6151879,-3.667213,1.0
-375.5667,55.984535,-24.665045,60.768127,3.0882282,-33.092102,-28.356245,1.7852514,-14.192613,-35.434517,-12.606637,6.49713,-9.629503,1.0
-370.8173,70.565155,-24.271893,60.283493,-4.4987884,-35.07608,-29.13252,-1.9418439,-17.177574,-38.792313,-12.015928,7.9074044,-13.538685,1.0
-380.8379,71.52566,-19.499214,61.441837,-2.901525,-47.03154,-28.646957,-1.5406425,-22.68501,-37.5166,-8.680909,2.469809,-18.17022,1.0
-395.10992,54.988102,-24.542553,64.54386,-9.379768,-47.41279,-24.393044,-0.5997807,-22.142017,-34.60982,-10.782114,1.2460938,-20.99633,1.0
-421.21082,22.335884,-23.412209,72.26511,-3.6592197,-38.78882,-20.074535,-0.6455853,-22.77974,-33.829613,-9.86287,6.266279,-17.366867,1.0
-457.89273,-2.0908136,-16.96679,76.95415,0.20594013,-29.924217,-8.012053,1.1591007,-24.991762,-38.55679,-8.655483,-1.1687238,-19.44801,1.0
-481.47345,-3.9091654,-4.904729,78.52106,-5.1404195,-23.034187,-0.99998087,-2.5376449,-25.82386,-28.809347,-0.43420935,-8.035633,-15.587122,1.0
-476.01544,-4.2592087,-1.0197983,71.07626,-1.495755,-24.808416,-4.9444795,-1.254972,-21.005909,-28.257034,0.69352984,-8.70994,-18.739706,1.0
-461.30814,2.2525544,0.3162589,55.93936,11.307747,-28.869053,-22.932098,5.347852,-13.847299,-35.713932,-5.7146096,-6.286377,-14.801914,1.0
-427.2785,26.254694,-1.9790807,33.802967,17.811834,-21.089005,-33.691944,3.570279,-11.751214,-33.235146,-11.14299,-5.3552194,-6.7209797,1.0
-438.37292,55.182587,4.155799,21.50012,17.298717,-10.824089,-34.2069,-2.1922405,-13.886049,-29.670574,-13.388329,-7.233655,-1.8856236,1.0
-509.12973,92.13809,18.7449,10.751556,6.13135,6.52598,-30.896235,-12.325548,-10.150459,-20.428497,-11.541109,-7.406405,-4.5471554,1.0
-550.21643,93.97774,15.578173,8.532917,11.720102,27.285454,-13.195324,-24.585434,-15.603987,-4.6390433,-5.753541,-3.8551755,-9.312061,1.0
-428.92682,82.19208,-8.567179,20.738207,13.674757,5.4888496,-21.234695,-19.848913,-19.0318,3.8389988,-0.5002234,-10.229925,-9.181499,1.0
-311.86945,90.141106,-37.082367,23.598072,1.5897045,-4.62044,-19.931137,-32.56365,-12.520977,0.85933286,-4.617416,-2.2188287,-5.291377,1.0
-269.29807,104.410095,-55.81019,18.00467,-14.64787,-6.6402674,-9.252502,-38.368687,-11.1560755,-6.0282054,-2.2616544,-1.0041068,-0.37984887,1.0
-296.59375,117.039536,-61.60195,10.329571,-32.78988,-12.823088,2.6013312,-34.06194,-10.74951,-12.245298,-6.0105886,-5.110277,0.9334961,1.0
-366.71652,128.2362,-44.232822,7.0818815,-29.9965,-11.375469,11.75318,-24.286613,-12.2719,-7.788803,-10.533461,-3.751567,-1.1650553,1.0
-466.94794,130.94899,-4.484276,4.19488,-13.110153,-4.422938,3.0690372,-14.984366,-11.149203,-1.2374046,-6.5353775,-6.2407255,1.099846,1.0
-528.1016,122.6232,18.70475,13.811863,-4.2358346,-1.3200958,-5.422918,-12.971421,-13.647695,-4.2815666,-1.210624,-4.8520346,0.741029,1.0
-569.9416,122.50105,27.23975,13.769899,2.6246386,-2.681378,-4.4616647,-13.999966,-12.443208,1.6230454,0.44092432,-7.9990892,-1.8529556,1.0
-599.22705,120.87724,54.65931,26.356796,2.8056488,-4.5599365,-1.9828048,-14.674177,-13.380187,2.7429373,-1.4396634,-3.6750321,0.73001266,1.0
-586.8101,122.541306,56.13849,31.12956,-1.2134972,-10.842981,3.6695342,-11.920956,-11.364489,0.023224473,-6.062643,2.7913897,7.050992,1.0
-528.01825,145.18785,35.068092,26.890919,-17.05139,-26.329681,2.5896263,-11.758325,-7.3611255,6.3080115,-13.427707,-2.5400167,9.970116,1.0
-468.0197,165.33029,14.560691,24.69266,-31.558979,-30.430103,3.734708,-17.65698,5.857601,11.979499,-26.146538,-2.436654,11.886681,1.0
-413.32635,171.64713,-6.322921,12.900745,-30.722874,-12.736658,15.541756,-19.765259,21.173693,18.901165,-37.87972,-1.14361,22.306614,1.0
-375.60352,175.89676,-26.68433,-11.913149,-34.34883,9.987749,24.474983,-30.699272,16.575169,19.351078,-35.396145,5.439212,25.249672,1.0
-364.04834,184.94415,-29.152554,-38.281395,-40.14588,25.599207,23.13107,-47.70649,-1.9279412,12.558055,-22.596432,9.928219,18.710463,1.0
-379.29166,192.74905,-17.364779,-56.953163,-41.81643,36.672012,20.601479,-54.46483,-9.260252,13.881157,-8.350948,14.98,11.655657,1.0
-408.37573,180.48892,-13.133261,-59.262924,-31.545593,37.084946,13.821848,-48.82287,-15.06123,13.5278,-0.089131236,17.630527,7.583137,1.0
-421.35822,175.08002,-17.82447,-57.738373,-23.496822,33.144608,12.27582,-50.619797,-24.207325,10.670985,1.262648,14.215745,5.021758,1.0
-390.57718,194.16641,-17.316591,-61.035557,-28.015072,33.259354,6.986127,-53.839413,-24.372585,1.0690827,4.1929607,7.9077435,3.4129322,1.0
-372.52478,204.30731,-11.411064,-62.059277,-38.488937,36.92205,-2.5600462,-54.281914,-24.313948,-4.488159,6.0331,1.0741869,2.659609,1.0
-382.3458,206.40492,-5.2874413,-56.912533,-37.55913,37.61043,-5.7611485,-54.9549,-24.253956,-6.8489623,5.878951,0.6795107,1.4254127,1.0
-387.17953,207.31071,-2.6441054,-56.379684,-34.359623,35.38802,-8.787739,-57.742035,-22.263508,-6.8132086,6.5939765,-0.86497664,0.82655585,1.0
-378.42105,199.72638,-6.7796063,-53.37245,-33.67884,40.455246,-13.186978,-62.95993,-23.632313,-3.2886477,9.949433,-2.1397414,-3.7773557,1.0
-382.05136,190.91483,-3.1598125,-44.91782,-25.105253,42.118774,-14.988696,-68.09338,-22.178919,1.920706,6.6139684,-4.0650873,-7.4475784,1.0
-384.92426,190.07745,-4.9613724,-34.072838,-7.9763837,38.735435,-12.480748,-74.42015,-17.278912,8.793207,-3.7457402,-9.760568,-2.2603593,1.0
-390.99197,180.10135,-18.78656,-14.385293,19.98914,22.774195,-15.7094345,-72.78531,-11.117315,10.011537,-20.820194,-19.698067,2.398178,1.0
-405.36588,178.74203,-34.951843,11.105795,42.401848,2.1764877,-25.436068,-50.745583,-3.8540804,4.0101066,-24.249743,-16.946106,2.0301335,1.0
-444.30908,170.49048,-32.263084,32.729584,54.89469,-2.6754043,-29.565237,-37.30983,-1.3405792,-0.21384868,-27.640617,-8.388182,-2.8300014,1.0
-531.7578,144.41617,8.42156,41.312363,69.748276,10.809126,-32.941154,-21.249973,7.485758,-0.037661582,-18.978191,-2.167502,-4.8707724,1.0
-625.7576,109.64961,68.337585,54.395287,47.656097,17.416418,-14.056437,-11.578505,5.992608,7.421818,-6.4384303,-3.66533,-0.52186805,1.0
-649.68976,97.54577,74.13003,56.422096,41.343315,18.725945,-1.7190017,-6.144507,-1.1843746,0.37513685,0.5519192,-0.16944367,-1.9761668,1.0
-663.91534,79.04378,66.79259,54.745792,44.342754,22.36129,7.4818144,2.844605,-0.9781287,-1.3107836,-1.4760125,-1.0349891,-3.6710348,1.0
-687.8447,49.5624,44.8058,38.396362,35.62278,26.215721,19.484573,16.84943,7.9140577,5.291113,-2.1262026,-1.4511547,-2.7507958,1.0
-699.5645,32.203552,27.730888,28.154503,24.664165,20.485886,15.763306,14.605621,9.920614,7.0957627,1.2714901,3.7940593,2.8257747,1.0
-702.6439,23.829601,21.000679,23.757229,20.077938,20.216516,18.453388,16.590652,12.561183,10.000355,5.54723,5.072588,7.823876,1.0
-707.1875,21.053484,19.308369,19.000788,15.591801,19.116821,18.032818,15.1138315,10.486014,8.005909,8.400515,6.9271917,6.349454,1.0
-695.3001,13.263521,9.935434,31.292599,10.728657,11.742214,17.723803,4.6829424,4.019677,11.236004,3.654622,5.4395165,10.17808,1.0
-511.48962,8.873531,-34.926212,42.343037,-26.896927,7.757904,8.217297,15.762798,0.42879307,12.676622,-6.324548,1.4790562,14.761672,1.0
-437.7943,-29.242252,-19.48275,45.601784,-36.20655,13.966682,7.0065227,12.449324,3.3287096,9.112635,-8.3072815,-0.43523556,13.98068,1.0
-439.62698,-96.8186,-4.5551205,64.05282,-38.36667,21.273272,6.957282,5.9215164,8.106479,9.002844,-3.2562933,1.572724,11.919373,1.0
-428.88812,-127.700745,-5.51721,70.040985,-34.192097,23.94454,5.3085146,3.107606,9.994028,11.880388,3.3896925,4.002593,14.451784,1.0
-398.551,-112.93437,0.65281904,63.350567,-33.403385,23.91281,7.1366425,-1.416548,12.095863,10.187023,1.3370605,2.3673744,13.881176,1.0
-382.51767,-105.85744,2.5016007,57.120125,-36.63255,26.498154,8.222293,-1.8147367,11.051499,6.7801127,1.2364644,-0.756829,12.988283,1.0
-375.8887,-104.67009,5.8890314,60.03325,-38.947807,24.901764,10.226689,-4.398881,5.293958,4.6179266,2.7832649,5.013234,17.249207,1.0
-364.25998,-100.368866,6.671559,66.10155,-36.485874,25.668217,10.351585,-4.329419,1.1988581,6.0466676,9.454344,9.783487,25.132936,1.0
-344.24405,-83.671646,14.855822,76.48639,-33.08161,29.7367,10.484648,-0.02935806,4.1103745,5.1274004,7.51558,5.9230447,16.947884,1.0
-338.89,-71.39729,16.285412,80.73763,-30.24569,26.796486,8.896736,1.8547058,7.488962,1.7356688,3.3346822,8.934837,16.237013,1.0
-337.10272,-79.33675,15.924895,69.818054,-25.55904,25.128128,4.3496428,2.228488,1.2751626,5.1180367,1.0876778,7.052755,13.703238,1.0
-326.28598,-89.34708,5.733413,60.13347,-34.38604,24.583916,1.029542,5.4752827,4.150399,8.698096,1.6702591,2.0784616,5.8749623,1.0
-318.46033,-80.67725,-12.38503,58.58007,-40.801395,19.663525,2.4165092,8.339288,2.7668874,3.416647,4.059493,6.6890597,12.373722,1.0
-327.27573,-59.911995,-16.836767,66.995384,-31.323908,10.336408,3.0851,6.2975855,4.2407455,5.6643724,4.434784,5.41374,12.501839,1.0
-332.4519,8.076202,5.129004,76.02396,-18.322006,1.6533976,-8.508987,-2.6008887,0.57850945,1.2954391,-5.9394903,-10.818454,-0.9380653,1.0
-341.11038,101.58153,8.665067,33.76014,-31.630806,-14.778161,-12.973554,-8.49858,2.8231204,0.93664205,-4.864058,-13.283512,-5.1198125,1.0
-319.13107,143.16544,-17.119099,3.235248,-20.132046,-33.575886,-15.446203,-19.998238,-2.3885217,6.6922975,-14.355331,-18.160526,-0.77112055,1.0
-298.74252,125.728775,-55.745,0.9215131,-19.349201,-29.465075,-16.960693,-15.917494,-2.0863533,16.495872,-15.825463,-20.733732,-0.92510545,1.0
-277.71878,132.8989,-79.4923,-14.613085,-22.529736,-20.508213,-13.48036,-5.02523,2.6942296,19.284767,-15.627079,-23.493713,-3.4158595,1.0
-281.06967,147.83054,-79.693985,-24.752693,-21.087418,-16.18505,-14.552832,-6.1397796,3.7761788,11.222216,-14.014372,-25.99783,-5.426158,1.0
-308.35883,136.54105,-82.83442,-31.98664,-23.22486,-6.53844,-16.397552,-4.5653496,2.769754,6.7627115,-12.403107,-23.887745,-8.357245,1.0
-326.11295,112.48329,-85.0009,-22.928238,-22.708992,-1.4241103,-15.117183,-1.8327227,3.303875,4.4325647,-8.546254,-20.734783,-8.367498,1.0
-284.935,121.251236,-95.974045,-18.155432,-34.479286,-1.331952,-13.955774,-7.9950695,3.9382162,-0.4700985,-14.802716,-20.838247,-13.306028,1.0
-261.79657,127.48174,-81.64952,-6.6841316,-33.704136,6.5583887,-13.15901,-6.8794165,5.049341,-0.45290476,-18.83376,-22.458744,-16.225876,1.0
-268.33295,130.73615,-79.49184,0.82210165,-28.868847,16.190233,-7.7635503,-3.7090025,11.761253,-1.9351817,-16.69357,-21.111607,-12.665878,1.0
-281.20944,124.36702,-88.90358,8.162025,-28.851572,20.385427,-8.753385,-1.1161397,16.761393,-1.9416306,-13.70989,-20.633778,-8.8475895,1.0
-318.54138,120.92665,-87.1777,7.6774225,-26.3597,15.76532,-8.311153,-2.958072,21.060585,-0.6988176,-12.652668,-20.38205,-8.517294,1.0
-362.22256,126.6264,-78.840805,5.0323358,-20.27718,5.36018,-8.556158,-8.024078,22.82508,3.8146873,-13.366815,-15.71999,-10.857952,1.0
-372.64087,135.9664,-82.54702,6.070356,-17.021141,-6.017681,-3.8183131,-14.269807,26.538738,10.07551,-11.008272,-11.27484,-15.197255,1.0
-432.69336,137.61365,-70.02597,4.3990374,-8.116431,-7.3353653,-0.5178466,-12.653738,27.967012,16.828854,-12.454437,-6.587886,-17.546587,1.0
-434.3476,154.63782,-52.199844,2.390233,0.43978226,-5.1588273,-17.485363,-23.47614,27.725048,17.062353,-10.157943,5.247752,-8.664934,1.0
-427.2712,160.13692,-50.323578,1.9388633,0.4768473,-4.847105,-26.488022,-30.221004,30.718723,14.830722,-14.375828,10.523072,-4.067835,1.0
-462.03748,155.51291,-34.330105,16.516983,19.678509,-5.870019,-33.306602,-27.83892,25.373539,16.584625,-22.805515,6.708048,10.207563,1.0
-529.47864,129.43225,-11.747015,19.499905,32.520863,3.009649,-31.157429,-25.2166,20.430485,11.69699,-25.037727,2.0183563,17.48956,1.0
-664.9755,58.16387,29.488598,24.387398,29.965872,17.75621,-5.599325,4.5363493,17.634048,10.091694,-4.776078,-3.246015,10.151505,1.0
-705.9414,21.747982,20.608255,18.577145,17.254387,18.269104,14.186054,14.047125,9.307822,8.473982,10.995915,10.186529,6.5489225,1.0
-703.76404,22.507473,12.91431,17.62223,16.307114,13.694089,11.997858,11.939005,8.381462,10.253803,11.580654,11.848059,7.1077414,1.0
-503.5708,54.603676,-36.9013,18.335793,14.444172,-7.28465,-20.48779,5.4622173,4.3655844,-1.9142619,-8.419146,19.769123,-4.909341,1.0
-427.59546,47.088253,-32.389683,17.515362,17.965145,-7.546337,-23.601398,6.443458,1.6540627,-2.2638888,-9.737663,19.03533,-4.053553,1.0
-431.1443,35.984962,-9.526824,23.050285,20.211567,-3.623066,-18.067524,12.090542,4.632803,-1.2245954,-4.115731,18.547672,0.7586851,1.0
-468.2076,28.009613,16.309837,32.909668,12.252922,-6.7034407,-15.965729,16.990437,4.60542,-2.6116385,-3.0448575,13.605894,2.3543603,1.0
-492.0051,3.9326978,8.25877,35.527626,7.8336143,-2.9809222,-13.448769,22.60658,3.445657,-4.118668,0.9796306,13.417506,3.1408138,1.0
-487.62958,0.9344188,4.20957,41.21935,9.768236,-0.5224837,-11.415487,24.777634,3.65876,-3.4869058,5.2318764,12.296991,-1.1759024,1.0
-467.22018,17.921024,9.354579,44.6269,17.065708,9.341398,-9.382351,20.772085,2.2798686,1.5041008,8.889616,9.163698,-3.0542772,1.0
-480.5911,22.235588,7.400017,39.66108,11.447247,8.722905,-9.928475,22.6035,3.158811,2.512999,9.211819,7.8404527,0.7185551,1.0
-515.5756,10.469633,3.0486555,31.560997,-1.2494943,-4.3104196,-14.591984,18.609236,-1.3398663,-8.381554,1.6326008,4.652397,0.79915583,1.0
-543.6802,-5.1079144,-4.6375303,26.107275,-4.796069,-8.605716,-18.17123,14.418127,-1.7444053,-7.818134,1.9780006,4.1222925,4.2168837,1.0
-560.7592,3.1236389,-6.8749,25.944706,-1.6950425,-3.6175532,-17.543758,13.757938,1.5350299,1.4293816,10.160663,12.572448,8.229618,1.0
-579.4475,19.757366,-13.199741,30.63588,-0.26784867,1.3163462,-11.311478,13.672812,11.016637,5.5281634,4.4108357,11.26538,4.086483,1.0
-597.61884,32.32058,-18.962887,26.85299,1.2285193,1.0046098,-2.5631514,15.118519,15.651826,2.471743,-3.503776,7.3737416,6.7919083,1.0
-615.1396,36.1435,-24.443176,23.370102,3.4608016,-1.7797512,4.6821537,6.367398,12.5766945,6.912565,-3.7435102,5.153583,9.07895,1.0
-624.10425,41.084114,-22.534485,21.583525,11.037223,2.1909199,4.053951,-1.7858589,2.4078643,8.262869,1.0860877,1.9356239,10.005535,1.0
-642.8158,42.248413,-13.628721,20.769718,20.084341,10.138092,7.5816264,0.10704768,6.446155,13.3338175,2.4272618,-0.03589022,17.91426,1.0
-630.1254,-32.832325,26.552856,29.66593,-0.776459,31.299803,-6.5173197,8.008192,5.0584335,18.372395,-6.151552,7.9782515,8.076398,1.0
-560.8772,-78.17937,48.030083,15.556342,-0.8861766,29.572405,-9.140312,8.055219,0.83869046,17.679981,-4.523117,9.099585,9.320688,1.0
-517.83167,-101.58272,65.93115,10.577129,-4.875415,27.16998,-7.070552,10.695261,-0.9017979,9.949039,-3.427838,8.019823,6.1790514,1.0
-460.33276,-78.08597,94.71561,19.955225,8.007687,31.408756,-3.7856684,12.01222,-1.9555676,2.7460692,-10.308317,-4.876414,-4.9484825,1.0
-428.41736,-70.769394,91.32834,11.396502,16.026417,29.344835,-0.2653656,10.806507,-3.8041487,-1.5148718,-9.542906,-5.8112316,-2.493218,1.0
-426.80402,-81.767815,79.66046,-3.750425,13.011677,20.073437,-1.5482986,13.637575,-4.8051767,-1.6849332,-3.8978906,-3.0343294,2.28453,1.0
-425.3062,-94.75245,72.23038,-12.788712,13.291793,14.251696,-4.8242292,17.362839,-5.2510886,-0.59546334,2.2990942,1.0169632,3.8748512,1.0
-433.3906,-106.04479,63.879612,-20.487614,19.890633,14.87092,-4.3429623,14.532603,-4.95076,5.3032427,4.413478,3.552788,9.138102,1.0
-440.95294,-105.3067,56.985626,-21.852364,26.795143,17.67207,4.154068,15.038839,-3.2773576,6.6598663,9.100975,5.034792,10.698717,1.0
-446.71365,-98.54132,56.589165,-27.57289,30.031487,14.478167,8.1774025,15.167688,0.8312774,3.6508293,6.1878853,-0.23478988,9.717127,1.0
-454.684,-92.92704,56.49608,-28.739532,33.109383,6.374516,9.518099,10.703158,0.6357939,7.9756565,6.81835,-2.1133282,13.6481,1.0
-462.68442,-94.27926,47.886654,-35.97913,26.957973,-1.1758074,7.8194847,12.541616,1.90973,6.259716,9.437426,3.2706277,16.021467,1.0
