Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Label
-480.99704,22.114391,-23.020897,32.479507,-0.8537007,11.590225,-13.8260975,5.0378094,19.770866,9.985743,-13.007874,5.989674,8.278266,0.0
-555.22815,38.565903,-13.601751,21.25346,11.654437,20.945133,5.6695337,-1.6059731,21.61966,10.901302,-11.877714,-3.8690772,9.745003,0.0
-493.14966,-4.004356,-23.761444,38.292904,3.244797,28.280954,-3.2475765,-3.7772217,8.39767,14.649521,-8.54244,0.70186,12.801378,0.0
-426.0956,-43.167435,13.959733,38.479164,-4.1593423,22.850094,-8.1125965,6.4384203,10.406088,17.45953,-9.220045,1.2777071,10.034593,0.0
-390.93307,-88.42122,49.38904,24.447193,-5.6396165,23.70394,-5.6090097,6.821765,3.4628866,16.476463,-10.357964,7.0169506,8.905046,0.0
-381.5461,-123.261246,55.64718,-2.5951567,-7.62546,23.736485,-0.91451573,9.601282,-0.32187063,9.143862,-12.815401,5.6596174,8.949699,0.0
-356.74643,-115.68145,43.301296,-27.458569,-3.8308368,16.337538,-1.8888686,13.65764,-4.562003,1.512254,-12.581928,6.4584527,12.384119,0.0
-331.24258,-96.29332,35.52316,-48.872635,-4.431931,5.207245,2.1574445,22.169666,4.1696444,7.4927325,-8.338322,3.1734192,9.065817,0.0
-318.31345,-87.0065,29.422054,-56.197662,-3.8289921,-6.3545113,-3.34124,14.607262,4.3501234,15.714833,2.5954874,9.000638,10.780119,0.0
-316.96378,-85.4643,26.365997,-52.64462,-6.758931,-17.444561,-9.259999,9.164559,2.5614836,17.609734,9.072107,10.063326,5.516383,0.0
-330.74478,-87.4236,24.777105,-53.25107,-8.391615,-16.790627,-2.4287527,18.299196,11.576206,18.612486,0.05504152,2.6741157,2.7406812,0.0
-344.99408,-88.80217,20.126293,-51.971043,2.79833,-8.357935,4.6269855,20.99395,13.688016,13.088857,-9.648888,2.3550692,8.200531,0.0
-349.75674,-92.69986,18.11084,-48.559784,-0.47718638,-11.257017,2.4776897,14.343047,13.0243025,13.811728,-5.340122,1.6519727,6.970562,0.0
-341.05536,-82.47749,34.454636,-31.922596,-0.13318276,-7.3921494,0.2121892,7.1953974,2.5600612,3.2529345,-17.618872,-11.871985,-4.383314,0.0
-276.14407,-38.300507,58.314613,-11.803326,12.341343,-12.639896,-20.957912,-16.068508,-19.024677,-10.75737,-28.356472,-18.468355,-5.743278,0.0
-184.22897,-11.854384,-2.985799,15.157467,17.45019,-31.568924,-21.773655,-27.0722,-28.341942,-7.448118,-38.27133,-14.068078,2.9936461,0.0
-150.26208,24.345455,-61.906055,35.924286,-6.1879134,-35.73848,-21.39735,-34.122864,-21.843506,-3.0502641,-36.48301,-2.6692548,4.9122148,0.0
-129.43991,27.207003,-70.382675,36.3511,-21.855103,-43.922127,-18.81232,-31.49013,-13.784502,-0.6085632,-27.84743,9.092011,9.704765,0.0
-138.95917,25.81612,-76.6757,41.628387,-28.848442,-61.3232,-10.328524,-24.950874,-11.74677,5.6109915,-28.193304,18.25666,7.5735836,0.0
-174.62335,13.528764,-77.78598,54.11987,-26.685286,-71.534,-4.8307533,-24.458866,-13.976551,15.198812,-29.005436,29.429865,1.3274907,0.0
-183.12477,7.630231,-79.96006,61.790794,-26.688683,-72.3348,-0.027064249,-23.343384,-16.256832,16.026712,-23.942238,32.939564,-1.3568609,0.0
-197.56306,0.55814147,-75.60203,67.65475,-26.581554,-74.101006,0.17414236,-23.474056,-16.984344,14.415517,-20.25707,29.454992,-1.8065125,0.0
-196.59059,10.667563,-82.632,73.285904,-21.13139,-72.57743,-4.323607,-28.991795,-21.94093,8.555153,-20.482895,25.127907,-6.5239944,0.0
-194.01491,6.4039297,-85.75339,73.26395,-18.896303,-74.971695,-0.26992455,-32.669334,-24.419416,2.1921422,-20.35627,23.887562,-8.047352,0.0
-207.44287,-9.07002,-80.45975,75.69267,-14.228606,-82.071396,5.3809614,-33.734562,-28.851383,3.8652627,-26.149906,27.888199,-6.5857353,0.0
-215.73349,-16.88886,-74.25523,80.57201,-9.754227,-81.11281,8.35182,-32.592308,-32.98085,3.6188052,-29.07732,27.8056,-7.4988194,0.0
-201.85509,-13.101775,-78.61339,85.81499,1.6630948,-80.45299,10.84445,-32.19043,-41.006638,-3.1344666,-34.411407,22.54064,-12.104084,0.0
-207.76575,-4.9401484,-67.03931,84.84357,1.3017237,-83.586426,10.207719,-36.179226,-42.032333,-5.681922,-36.109398,17.15649,-17.569622,0.0
-257.91525,-15.87406,-42.421776,93.92603,-0.8593274,-79.48239,8.6056,-36.56916,-35.668114,-3.433142,-29.593624,15.733688,-19.062735,0.0
-286.10626,-35.042206,-28.308233,101.41513,2.634646,-68.79491,6.6841316,-26.86462,-27.562706,-9.126308,-26.295902,9.578707,-16.170326,0.0
-273.57333,-45.540863,-30.689503,93.71059,-1.360922,-61.521435,-10.49173,-21.195898,-21.57389,-15.100022,-24.786049,6.9208627,-13.454156,0.0
-254.68286,-31.967386,-38.248398,80.44552,-3.2233772,-42.55029,-22.12344,-23.761917,-17.179775,-16.040379,-29.456882,8.118475,-12.184656,0.0
-248.48589,12.706562,-49.11323,47.893837,-11.743654,-19.58602,-22.277628,-33.329155,-17.868767,-9.961977,-23.274406,8.302018,-12.301262,0.0
-299.74872,44.841484,-37.38166,25.976192,-15.345924,-12.110184,-15.270983,-35.739445,-20.010443,-4.9396477,-11.195494,3.260611,-16.340206,0.0
-402.05304,42.200043,-1.0779945,11.304855,-4.312025,2.8358676,-2.337979,-17.849964,-14.479593,-9.989332,-1.1702826,-5.334224,-10.331417,0.0
-432.1584,19.204823,37.348755,18.052025,-9.570697,13.690921,3.641644,-12.20245,-2.1785345,-13.741316,-0.37593997,-15.709862,-10.397136,0.0
-309.79572,39.073723,10.111895,18.012348,-18.022343,13.172766,-12.409174,-24.838753,-21.321873,-19.993515,-2.2587705,-16.834858,-19.001247,0.0
-216.61522,43.44761,-23.900927,9.294372,-24.073208,5.516729,-23.101889,-20.707964,-28.629524,-4.782028,-14.994871,-6.671285,-18.779093,0.0
-215.82347,30.164066,-39.66481,8.112349,-28.32853,-1.6223054,-26.913124,-22.707247,-42.866314,5.0257883,-24.31489,2.444654,-15.188652,0.0
-249.8108,16.611872,-34.817245,7.10789,-45.80882,-2.0022438,-16.312256,-14.124437,-49.651936,3.749824,-24.959545,4.2576427,-5.726424,0.0
-268.76712,29.583862,-13.612252,10.604668,-76.66431,-13.773271,-4.7677555,17.189009,-42.068207,-4.22155,-30.286049,-3.1304336,-4.1777925,0.0
-293.9861,33.786827,6.255278,17.960567,-89.11075,-32.60118,-10.352306,26.70132,-34.123646,8.167421,-27.112446,-19.906105,-12.246761,0.0
-299.5419,45.81949,5.3957148,21.326656,-78.17594,-33.194313,-17.142822,11.628115,-39.26194,11.509022,-22.215492,-20.738508,-11.133923,0.0
-329.1488,63.260605,3.9292886,20.886215,-66.97599,-18.203682,-12.081744,-8.302798,-47.711914,3.1638184,-17.20168,-20.083975,-5.1120567,0.0
-370.94327,86.67264,-0.28155738,18.06517,-49.175797,-8.336726,-1.3432547,-25.374058,-40.005875,-3.157328,-7.0613627,-18.125605,-1.416751,0.0
-409.09216,94.51495,-1.6595306,12.117767,-25.594566,-5.0433187,3.3555126,-33.80057,-30.665653,-7.6356883,-2.1332057,-9.283603,-5.031882,0.0
-428.98218,79.22251,5.9878674,15.664844,-11.04706,-2.4514987,1.3282592,-24.57005,-23.987637,-3.9569643,-10.364147,-4.697835,-10.158838,0.0
-408.8751,79.45647,6.18257,13.832304,-14.355019,-1.8724787,1.3545463,-19.987762,-18.550766,-0.6031674,-20.249462,-1.291621,-9.596294,0.0
-341.47284,92.69818,5.409625,-1.0327505,-34.715546,-13.880886,-6.322004,-26.540365,-16.057688,6.1616545,-33.67034,4.180845,-10.245766,0.0
-294.601,83.17329,24.820053,-10.085056,-59.0847,-16.384874,-17.389978,-23.9976,-10.853239,6.0140843,-36.230858,9.464924,-12.368954,0.0
-260.24054,90.74873,33.124542,-20.20208,-72.314575,-8.716424,-19.201221,-16.814705,3.7613056,-5.7090836,-53.212936,15.508634,-5.293852,0.0
-232.8115,101.233536,29.764435,-34.212036,-75.08061,10.01074,-18.88495,-28.623531,6.448427,2.539783,-68.845245,9.751181,-5.2171164,0.0
-237.91336,107.342896,31.39631,-43.32351,-82.629486,22.135529,-17.531326,-36.042587,2.1644058,16.745522,-64.24686,10.1126175,-10.756501,0.0
-284.1042,85.21492,27.868057,-45.447525,-83.31511,35.293343,-11.9728365,-39.50084,-5.7766542,20.468979,-56.32993,15.304539,-19.332859,0.0
-305.77084,77.96569,21.257887,-50.412006,-82.34239,40.45407,-4.3728366,-43.278496,-21.908741,16.093716,-45.647682,34.15001,-23.576012,0.0
-297.9242,96.16385,16.478992,-61.718204,-81.08577,39.166252,-4.203509,-42.193047,-27.82313,14.972583,-44.014313,40.450073,-26.145065,0.0
-315.42987,88.08897,22.092781,-59.980362,-77.731445,41.295753,2.2116299,-42.125988,-29.889767,10.798784,-40.932106,46.504223,-24.345722,0.0
-338.71835,77.01725,21.921162,-53.33899,-72.33871,44.41236,5.871149,-43.45951,-31.82629,6.6617994,-32.988037,53.388096,-24.672726,0.0
-349.81607,72.62996,18.423996,-51.314034,-68.743454,43.790604,5.1917653,-45.404907,-36.34086,5.863743,-32.35158,55.58899,-26.49712,0.0
-349.43887,68.3755,16.813498,-51.200684,-62.74579,42.459923,6.133566,-50.17668,-40.38169,6.5396485,-33.411724,57.2955,-27.467896,0.0
-348.49194,62.22231,12.019899,-48.9047,-57.63672,46.17558,9.789184,-52.45172,-41.345383,7.994986,-34.61866,59.181625,-29.227268,0.0
-340.10773,68.08731,11.099842,-45.079296,-61.538925,48.974644,12.915607,-50.92362,-36.94954,10.805742,-34.348854,63.162918,-30.303041,0.0
-333.06387,65.93991,11.542414,-43.745293,-56.738693,46.80024,15.5420265,-56.24289,-33.404247,10.918556,-28.27443,65.02916,-34.00003,0.0
-329.82764,58.347855,2.825481,-41.05407,-44.440357,49.228348,9.736734,-68.02783,-28.51428,12.570097,-24.037605,58.483536,-40.572678,0.0
-324.39944,60.627487,-12.694061,-35.89319,-20.367643,48.05516,5.249798,-84.249985,-17.926304,16.629707,-34.37046,40.065536,-45.633324,0.0
-314.5102,62.503,-23.329592,-32.58428,9.654303,39.670986,9.879746,-88.52896,-9.882944,17.166533,-54.29558,20.019285,-41.4811,0.0
-298.4434,90.65996,-28.123451,-27.12209,19.893305,8.872322,0.885446,-72.18637,-15.039081,13.550835,-61.852257,-4.9973392,-40.882904,0.0
-317.55774,113.79481,-23.853374,-3.3132958,27.382355,-6.7977505,-9.132029,-43.30789,-25.043152,8.626502,-37.648926,-22.024628,-25.574978,0.0
-313.4387,92.98935,0.72761023,24.912575,15.947628,-16.478962,-9.412659,-24.669899,-23.615099,7.5305605,-19.902563,-24.521572,-16.852993,0.0
-341.88876,97.38393,24.97861,30.042458,15.102703,-18.559483,-9.512932,-25.644373,-24.654509,3.0072947,-21.48531,-19.596905,-21.410755,0.0
-481.045,114.4868,58.065388,31.584019,14.834623,-11.269428,-1.9002529,-18.709913,-19.532543,-4.806773,-19.333282,-12.154783,-17.507565,0.0
-581.9152,62.633224,54.680855,43.32135,30.492538,17.950924,7.018593,-1.5521734,-7.453771,-10.642895,-11.395302,-10.332586,-8.175527,0.0
-599.066,39.877308,35.974533,30.179897,23.320457,16.222513,9.5948925,3.9908106,-0.20530492,-2.802616,-3.8273056,-3.5107734,-2.235999,0.0
-607.11017,29.08619,26.865965,23.638386,19.893635,16.035095,12.326752,8.93904,6.0170555,3.7035594,2.1081538,1.2585833,1.0705087,0.0
-613.3672,20.63826,19.531052,17.898901,15.9553585,13.874481,11.788147,9.824478,8.128047,6.824562,5.952893,5.4270687,5.070854,0.0
-615.35187,17.951855,17.15982,15.935993,14.410343,12.738382,11.0794525,9.574936,8.329507,7.3982763,6.7814975,6.427781,6.244975,0.0
-618.2151,14.008227,13.520401,12.762739,11.810526,10.754736,9.690056,8.70274,7.859863,7.2015266,6.737093,6.4458227,6.281809,0.0
-620.0887,11.308328,10.751942,10.08495,9.504876,9.06085,8.658524,8.168978,7.5437074,6.848548,6.208743,5.7270174,5.439518,0.0
-602.4079,34.586426,29.48508,22.96239,16.727264,11.656231,7.7315407,4.5809574,2.0226135,0.15339023,-0.9527467,-1.4938717,-1.8187442,0.0
